model,family,task,split,arch,k,acc,tokens,config
0.5B,csp,csp-0028,calib,oracle,4,0.5,1544.0,oracle_k4
0.5B,csp,csp-0028,calib,judge,4,0.0,2586.0,judge_k4
0.5B,csp,csp-0028,calib,vote,8,0.0,3081.0,vote_k8
0.5B,csp,csp-0028,calib,prog,8,1.0,3081.0,prog_k8
0.5B,csp,csp-0028,calib,oracle,8,1.0,3081.0,oracle_k8
0.5B,csp,csp-0028,calib,judge,8,0.0,5146.0,judge_k8
0.5B,csp,csp-0028,calib,seq,1,0.0,386.0,seq_r1
0.5B,csp,csp-0028,calib,seq,2,0.0,857.0,seq_r2
0.5B,csp,csp-0028,calib,seq,3,0.0,1014.0,seq_r3
0.5B,csp,csp-0028,calib,seq,4,0.0,1437.0,seq_r4
0.5B,csp,csp-0028,calib,long,2,0.0,658.0,long_m2
0.5B,csp,csp-0028,calib,long,4,0.0,658.0,long_m4
0.5B,csp,csp-0028,calib,debate,6,0.0,2758.0,debate_a3r2
0.5B,csp,csp-0029,calib,single,1,0.0,387.0,
0.5B,csp,csp-0029,calib,vote,4,0.0,1548.0,vote_k4
0.5B,csp,csp-0029,calib,prog,4,0.0,1548.0,prog_k4
0.5B,csp,csp-0029,calib,oracle,4,0.0,1548.0,oracle_k4
0.5B,csp,csp-0029,calib,judge,4,0.0,2682.0,judge_k4
0.5B,csp,csp-0029,calib,vote,8,0.0,3096.0,vote_k8
0.5B,csp,csp-0029,calib,prog,8,0.0,3096.0,prog_k8
0.5B,csp,csp-0029,calib,oracle,8,0.0,3096.0,oracle_k8
0.5B,csp,csp-0029,calib,judge,8,0.0,5236.0,judge_k8
0.5B,csp,csp-0029,calib,seq,1,0.0,387.0,seq_r1
0.5B,csp,csp-0029,calib,seq,2,0.0,810.0,seq_r2
0.5B,csp,csp-0029,calib,seq,3,0.0,1234.0,seq_r3
0.5B,csp,csp-0029,calib,seq,4,0.0,1972.0,seq_r4
0.5B,csp,csp-0029,calib,long,2,0.0,641.0,long_m2
0.5B,csp,csp-0029,calib,long,4,1.0,755.0,long_m4
0.5B,csp,csp-0029,calib,debate,6,0.0,2578.0,debate_a3r2
0.5B,csp,csp-0030,test,single,1,0.0,386.0,
0.5B,csp,csp-0030,test,vote,4,0.0,1544.0,vote_k4
0.5B,csp,csp-0030,test,prog,4,0.0,1544.0,prog_k4
0.5B,csp,csp-0030,test,oracle,4,0.0,1544.0,oracle_k4
0.5B,csp,csp-0030,test,judge,4,0.0,2601.0,judge_k4
0.5B,csp,csp-0030,test,vote,8,0.0,3080.0,vote_k8
0.5B,csp,csp-0030,test,prog,8,0.0,3080.0,prog_k8
0.5B,csp,csp-0030,test,oracle,8,0.0,3080.0,oracle_k8
0.5B,csp,csp-0030,test,judge,8,0.0,5062.0,judge_k8
0.5B,csp,csp-0030,test,seq,1,0.0,386.0,seq_r1
0.5B,csp,csp-0030,test,seq,2,0.0,971.0,seq_r2
0.5B,csp,csp-0030,test,seq,3,0.0,1397.0,seq_r3
0.5B,csp,csp-0030,test,seq,4,0.0,1975.0,seq_r4
0.5B,csp,csp-0030,test,long,2,0.0,694.0,long_m2
0.5B,csp,csp-0030,test,long,4,0.0,694.0,long_m4
0.5B,csp,csp-0030,test,debate,6,0.0,2402.0,debate_a3r2
0.5B,csp,csp-0031,test,single,1,0.0,386.0,
0.5B,csp,csp-0031,test,vote,4,0.5,1476.0,vote_k4
0.5B,csp,csp-0031,test,prog,4,1.0,1476.0,prog_k4
0.5B,csp,csp-0031,test,oracle,4,1.0,1476.0,oracle_k4
0.5B,csp,csp-0031,test,judge,4,0.5,2507.0,judge_k4
0.5B,csp,csp-0031,test,vote,8,1.0,2947.0,vote_k8
0.5B,csp,csp-0031,test,prog,8,1.0,2947.0,prog_k8
0.5B,csp,csp-0031,test,oracle,8,1.0,2947.0,oracle_k8
0.5B,csp,csp-0031,test,judge,8,0.0,4874.0,judge_k8
0.5B,csp,csp-0031,test,seq,1,0.0,386.0,seq_r1
0.5B,csp,csp-0031,test,seq,2,0.0,1122.0,seq_r2
0.5B,csp,csp-0031,test,seq,3,1.0,1543.0,seq_r3
0.5B,csp,csp-0031,test,seq,4,0.0,1960.0,seq_r4
0.5B,csp,csp-0031,test,long,2,0.0,440.0,long_m2
0.5B,csp,csp-0031,test,long,4,0.0,440.0,long_m4
0.5B,csp,csp-0031,test,debate,6,1.0,2443.0,debate_a3r2
0.5B,csp,csp-0032,test,single,1,0.0,386.0,
0.5B,csp,csp-0032,test,vote,4,0.0,1468.0,vote_k4
0.5B,csp,csp-0032,test,prog,4,0.0,1468.0,prog_k4
0.5B,csp,csp-0032,test,oracle,4,0.0,1468.0,oracle_k4
0.5B,csp,csp-0032,test,judge,4,0.0,2602.5,judge_k4
0.5B,csp,csp-0032,test,vote,8,0.0,2950.0,vote_k8
0.5B,csp,csp-0032,test,prog,8,1.0,2950.0,prog_k8
0.5B,csp,csp-0032,test,oracle,8,1.0,2950.0,oracle_k8
0.5B,csp,csp-0032,test,judge,8,0.0,5116.0,judge_k8
0.5B,csp,csp-0032,test,seq,1,0.0,386.0,seq_r1
0.5B,csp,csp-0032,test,seq,2,0.0,910.0,seq_r2
0.5B,csp,csp-0032,test,seq,3,0.0,1221.0,seq_r3
0.5B,csp,csp-0032,test,seq,4,0.0,1745.0,seq_r4
0.5B,csp,csp-0032,test,long,2,0.0,424.0,long_m2
0.5B,csp,csp-0032,test,long,4,0.0,424.0,long_m4
0.5B,csp,csp-0032,test,debate,6,0.0,2498.0,debate_a3r2
0.5B,csp,csp-0033,test,single,1,0.0,386.0,
0.5B,csp,csp-0033,test,vote,4,0.0,1544.0,vote_k4
0.5B,csp,csp-0033,test,prog,4,0.0,1544.0,prog_k4
0.5B,csp,csp-0033,test,oracle,4,0.0,1544.0,oracle_k4
0.5B,csp,csp-0033,test,judge,4,0.0,2672.0,judge_k4
0.5B,csp,csp-0033,test,vote,8,0.0,3061.0,vote_k8
0.5B,csp,csp-0033,test,prog,8,0.0,3061.0,prog_k8
0.5B,csp,csp-0033,test,oracle,8,0.0,3061.0,oracle_k8
0.5B,csp,csp-0033,test,judge,8,0.0,5197.0,judge_k8
0.5B,csp,csp-0033,test,seq,1,0.0,386.0,seq_r1
0.5B,csp,csp-0033,test,seq,2,0.0,1123.0,seq_r2
0.5B,csp,csp-0033,test,seq,3,0.0,1860.0,seq_r3
0.5B,csp,csp-0033,test,seq,4,0.0,2597.0,seq_r4
0.5B,csp,csp-0033,test,long,2,0.0,738.0,long_m2
0.5B,csp,csp-0033,test,long,4,0.0,773.0,long_m4
0.5B,csp,csp-0033,test,debate,6,0.0,2473.0,debate_a3r2
0.5B,csp,csp-0034,test,single,1,0.0,298.0,
0.5B,csp,csp-0034,test,vote,4,0.0,1427.5,vote_k4
0.5B,csp,csp-0034,test,prog,4,0.0,1427.5,prog_k4
0.5B,csp,csp-0034,test,oracle,4,0.0,1427.5,oracle_k4
0.5B,csp,csp-0034,test,judge,4,0.0,2451.5,judge_k4
0.5B,csp,csp-0034,test,vote,8,0.0,2732.0,vote_k8
0.5B,csp,csp-0034,test,prog,8,1.0,2732.0,prog_k8
0.5B,csp,csp-0034,test,oracle,8,1.0,2732.0,oracle_k8
0.5B,csp,csp-0034,test,judge,8,0.0,4603.0,judge_k8
0.5B,csp,csp-0034,test,seq,1,0.0,298.0,seq_r1
0.5B,csp,csp-0034,test,seq,2,0.0,894.0,seq_r2
0.5B,csp,csp-0034,test,seq,3,0.0,1264.0,seq_r3
0.5B,csp,csp-0034,test,seq,4,0.0,1640.0,seq_r4
0.5B,csp,csp-0034,test,long,2,0.0,378.0,long_m2
0.5B,csp,csp-0034,test,long,4,0.0,378.0,long_m4
0.5B,csp,csp-0034,test,debate,6,0.0,2309.0,debate_a3r2
0.5B,csp,csp-0035,test,single,1,0.0,386.0,
0.5B,csp,csp-0035,test,vote,4,0.0,1544.0,vote_k4
0.5B,csp,csp-0035,test,prog,4,0.0,1544.0,prog_k4
0.5B,csp,csp-0035,test,oracle,4,0.0,1544.0,oracle_k4
0.5B,csp,csp-0035,test,judge,4,0.0,2674.5,judge_k4
0.5B,csp,csp-0035,test,vote,8,0.0,3088.0,vote_k8
0.5B,csp,csp-0035,test,prog,8,0.0,3088.0,prog_k8
0.5B,csp,csp-0035,test,oracle,8,0.0,3088.0,oracle_k8
0.5B,csp,csp-0035,test,judge,8,0.0,5251.0,judge_k8
0.5B,csp,csp-0035,test,seq,1,0.0,386.0,seq_r1
0.5B,csp,csp-0035,test,seq,2,0.0,1123.0,seq_r2
0.5B,csp,csp-0035,test,seq,3,0.0,1545.0,seq_r3
0.5B,csp,csp-0035,test,seq,4,0.0,1967.0,seq_r4
0.5B,csp,csp-0035,test,long,2,0.0,675.0,long_m2
0.5B,csp,csp-0035,test,long,4,0.0,675.0,long_m4
0.5B,csp,csp-0035,test,debate,6,0.0,2524.0,debate_a3r2
0.5B,csp,csp-0036,test,single,1,0.0,386.0,
0.5B,csp,csp-0036,test,vote,4,0.0,1544.0,vote_k4
0.5B,csp,csp-0036,test,prog,4,0.0,1544.0,prog_k4
0.5B,csp,csp-0036,test,oracle,4,0.0,1544.0,oracle_k4
0.5B,csp,csp-0036,test,judge,4,0.0,2643.0,judge_k4
0.5B,csp,csp-0036,test,vote,8,0.0,3088.0,vote_k8
0.5B,csp,csp-0036,test,prog,8,0.0,3088.0,prog_k8
0.5B,csp,csp-0036,test,oracle,8,0.0,3088.0,oracle_k8
0.5B,csp,csp-0036,test,judge,8,0.0,5243.0,judge_k8
0.5B,csp,csp-0036,test,seq,1,0.0,386.0,seq_r1
0.5B,csp,csp-0036,test,seq,2,0.0,1123.0,seq_r2
0.5B,csp,csp-0036,test,seq,3,0.0,1852.0,seq_r3
0.5B,csp,csp-0036,test,seq,4,0.0,2272.0,seq_r4
0.5B,csp,csp-0036,test,long,2,0.0,738.0,long_m2
0.5B,csp,csp-0036,test,long,4,0.0,768.0,long_m4
0.5B,csp,csp-0036,test,debate,6,0.0,3349.0,debate_a3r2
0.5B,csp,csp-0037,test,single,1,1.0,386.0,
0.5B,csp,csp-0037,test,vote,4,0.0,1544.0,vote_k4
0.5B,csp,csp-0037,test,prog,4,1.0,1544.0,prog_k4
0.5B,csp,csp-0037,test,oracle,4,1.0,1544.0,oracle_k4
0.5B,csp,csp-0037,test,judge,4,0.0,2627.5,judge_k4
0.5B,csp,csp-0037,test,vote,8,0.0,3088.0,vote_k8
0.5B,csp,csp-0037,test,prog,8,1.0,3088.0,prog_k8
0.5B,csp,csp-0037,test,oracle,8,1.0,3088.0,oracle_k8
0.5B,csp,csp-0037,test,judge,8,1.0,5192.0,judge_k8
0.5B,csp,csp-0037,test,seq,1,1.0,386.0,seq_r1
0.5B,csp,csp-0037,test,seq,2,0.0,1122.0,seq_r2
0.5B,csp,csp-0037,test,seq,3,0.0,1859.0,seq_r3
0.5B,csp,csp-0037,test,seq,4,0.0,2595.0,seq_r4
0.5B,csp,csp-0037,test,long,2,0.0,655.0,long_m2
0.5B,csp,csp-0037,test,long,4,0.0,655.0,long_m4
0.5B,csp,csp-0037,test,debate,6,0.0,3343.0,debate_a3r2
0.5B,csp,csp-0038,test,single,1,0.0,387.0,
0.5B,csp,csp-0038,test,vote,4,0.0,1548.0,vote_k4
0.5B,csp,csp-0038,test,prog,4,0.0,1548.0,prog_k4
0.5B,csp,csp-0038,test,oracle,4,0.0,1548.0,oracle_k4
0.5B,csp,csp-0038,test,judge,4,0.0,2691.0,judge_k4
0.5B,csp,csp-0038,test,vote,8,0.0,3096.0,vote_k8
0.5B,csp,csp-0038,test,prog,8,0.0,3096.0,prog_k8
0.5B,csp,csp-0038,test,oracle,8,0.0,3096.0,oracle_k8
0.5B,csp,csp-0038,test,judge,8,0.0,5274.0,judge_k8
0.5B,csp,csp-0038,test,seq,1,0.0,387.0,seq_r1
0.5B,csp,csp-0038,test,seq,2,0.0,1124.0,seq_r2
0.5B,csp,csp-0038,test,seq,3,0.0,1862.0,seq_r3
0.5B,csp,csp-0038,test,seq,4,0.0,2285.0,seq_r4
0.5B,csp,csp-0038,test,long,2,0.0,739.0,long_m2
0.5B,csp,csp-0038,test,long,4,1.0,792.0,long_m4
0.5B,csp,csp-0038,test,debate,6,0.0,2548.0,debate_a3r2
0.5B,csp,csp-0039,test,single,1,0.0,387.0,
0.5B,csp,csp-0039,test,vote,4,0.0,1548.0,vote_k4
0.5B,csp,csp-0039,test,prog,4,0.0,1548.0,prog_k4
0.5B,csp,csp-0039,test,oracle,4,0.0,1548.0,oracle_k4
0.5B,csp,csp-0039,test,judge,4,0.0,2634.0,judge_k4
0.5B,csp,csp-0039,test,vote,8,0.0,3096.0,vote_k8
0.5B,csp,csp-0039,test,prog,8,0.0,3096.0,prog_k8
0.5B,csp,csp-0039,test,oracle,8,0.0,3096.0,oracle_k8
0.5B,csp,csp-0039,test,judge,8,0.0,5180.0,judge_k8
0.5B,csp,csp-0039,test,seq,1,0.0,387.0,seq_r1
0.5B,csp,csp-0039,test,seq,2,0.0,1125.0,seq_r2
0.5B,csp,csp-0039,test,seq,3,0.0,1863.0,seq_r3
0.5B,csp,csp-0039,test,seq,4,0.0,2601.0,seq_r4
0.5B,csp,csp-0039,test,long,2,0.0,636.0,long_m2
0.5B,csp,csp-0039,test,long,4,0.0,674.0,long_m4
0.5B,csp,csp-0039,test,debate,6,0.0,2477.0,debate_a3r2
0.5B,csp,csp-0040,test,single,1,0.0,386.0,
0.5B,csp,csp-0040,test,vote,4,0.0,1544.0,vote_k4
0.5B,csp,csp-0040,test,prog,4,0.0,1544.0,prog_k4
0.5B,csp,csp-0040,test,oracle,4,0.0,1544.0,oracle_k4
0.5B,csp,csp-0040,test,judge,4,0.0,2665.0,judge_k4
0.5B,csp,csp-0040,test,vote,8,0.0,2882.0,vote_k8
0.5B,csp,csp-0040,test,prog,8,0.0,2882.0,prog_k8
0.5B,csp,csp-0040,test,oracle,8,0.0,2882.0,oracle_k8
0.5B,csp,csp-0040,test,judge,8,0.0,4911.0,judge_k8
0.5B,csp,csp-0040,test,seq,1,0.0,386.0,seq_r1
0.5B,csp,csp-0040,test,seq,2,0.0,1123.0,seq_r2
0.5B,csp,csp-0040,test,seq,3,0.0,1859.0,seq_r3
0.5B,csp,csp-0040,test,seq,4,1.0,2595.0,seq_r4
0.5B,csp,csp-0040,test,long,2,0.0,738.0,long_m2
0.5B,csp,csp-0040,test,long,4,0.0,1090.0,long_m4
0.5B,csp,csp-0040,test,debate,6,0.0,2727.0,debate_a3r2
0.5B,csp,csp-0041,test,single,1,0.0,386.0,
0.5B,csp,csp-0041,test,vote,4,0.0,1492.0,vote_k4
0.5B,csp,csp-0041,test,prog,4,0.0,1492.0,prog_k4
0.5B,csp,csp-0041,test,oracle,4,0.0,1492.0,oracle_k4
0.5B,csp,csp-0041,test,judge,4,0.0,2622.5,judge_k4
0.5B,csp,csp-0041,test,vote,8,0.0,2984.0,vote_k8
0.5B,csp,csp-0041,test,prog,8,0.0,2984.0,prog_k8
0.5B,csp,csp-0041,test,oracle,8,0.0,2984.0,oracle_k8
0.5B,csp,csp-0041,test,judge,8,0.0,5136.0,judge_k8
0.5B,csp,csp-0041,test,seq,1,0.0,386.0,seq_r1
0.5B,csp,csp-0041,test,seq,2,0.0,1122.0,seq_r2
0.5B,csp,csp-0041,test,seq,3,0.0,1544.0,seq_r3
0.5B,csp,csp-0041,test,seq,4,0.0,1966.0,seq_r4
0.5B,csp,csp-0041,test,long,2,0.0,620.0,long_m2
0.5B,csp,csp-0041,test,long,4,0.0,620.0,long_m4
0.5B,csp,csp-0041,test,debate,6,0.0,2552.0,debate_a3r2
0.5B,csp,csp-0042,test,single,1,0.0,386.0,
0.5B,csp,csp-0042,test,vote,4,0.0,1544.0,vote_k4
0.5B,csp,csp-0042,test,prog,4,0.0,1544.0,prog_k4
0.5B,csp,csp-0042,test,oracle,4,0.0,1544.0,oracle_k4
0.5B,csp,csp-0042,test,judge,4,0.0,2642.5,judge_k4
0.5B,csp,csp-0042,test,vote,8,0.0,3088.0,vote_k8
0.5B,csp,csp-0042,test,prog,8,0.0,3088.0,prog_k8
0.5B,csp,csp-0042,test,oracle,8,0.0,3088.0,oracle_k8
0.5B,csp,csp-0042,test,judge,8,0.0,5213.0,judge_k8
0.5B,csp,csp-0042,test,seq,1,0.0,386.0,seq_r1
0.5B,csp,csp-0042,test,seq,2,0.0,1122.0,seq_r2
0.5B,csp,csp-0042,test,seq,3,0.0,1859.0,seq_r3
0.5B,csp,csp-0042,test,seq,4,0.0,2281.0,seq_r4
0.5B,csp,csp-0042,test,long,2,0.0,560.0,long_m2
0.5B,csp,csp-0042,test,long,4,0.0,582.0,long_m4
0.5B,csp,csp-0042,test,debate,6,0.0,3122.0,debate_a3r2
0.5B,csp,csp-0043,test,single,1,1.0,386.0,
0.5B,csp,csp-0043,test,vote,4,1.0,1544.0,vote_k4
0.5B,csp,csp-0043,test,prog,4,1.0,1544.0,prog_k4
0.5B,csp,csp-0043,test,oracle,4,1.0,1544.0,oracle_k4
0.5B,csp,csp-0043,test,judge,4,1.0,2602.5,judge_k4
0.5B,csp,csp-0043,test,vote,8,1.0,3088.0,vote_k8
0.5B,csp,csp-0043,test,prog,8,1.0,3088.0,prog_k8
0.5B,csp,csp-0043,test,oracle,8,1.0,3088.0,oracle_k8
0.5B,csp,csp-0043,test,judge,8,1.0,5126.0,judge_k8
0.5B,csp,csp-0043,test,seq,1,1.0,386.0,seq_r1
0.5B,csp,csp-0043,test,seq,2,1.0,807.0,seq_r2
0.5B,csp,csp-0043,test,seq,3,0.0,1229.0,seq_r3
0.5B,csp,csp-0043,test,seq,4,0.0,1891.0,seq_r4
0.5B,csp,csp-0043,test,long,2,0.0,738.0,long_m2
0.5B,csp,csp-0043,test,long,4,0.0,636.0,long_m4
0.5B,csp,csp-0043,test,debate,6,0.0,2446.0,debate_a3r2
0.5B,csp,csp-0044,test,single,1,0.0,387.0,
0.5B,csp,csp-0044,test,vote,4,0.0,1548.0,vote_k4
0.5B,csp,csp-0044,test,prog,4,0.0,1548.0,prog_k4
0.5B,csp,csp-0044,test,oracle,4,0.0,1548.0,oracle_k4
0.5B,csp,csp-0044,test,judge,4,0.0,2608.5,judge_k4
0.5B,csp,csp-0044,test,vote,8,0.0,3096.0,vote_k8
0.5B,csp,csp-0044,test,prog,8,0.0,3096.0,prog_k8
0.5B,csp,csp-0044,test,oracle,8,0.0,3096.0,oracle_k8
0.5B,csp,csp-0044,test,judge,8,0.0,5119.0,judge_k8
0.5B,csp,csp-0044,test,seq,1,0.0,387.0,seq_r1
0.5B,csp,csp-0044,test,seq,2,0.0,1125.0,seq_r2
0.5B,csp,csp-0044,test,seq,3,0.0,1863.0,seq_r3
0.5B,csp,csp-0044,test,seq,4,0.0,2601.0,seq_r4
0.5B,csp,csp-0044,test,long,2,0.0,739.0,long_m2
0.5B,csp,csp-0044,test,long,4,0.0,700.0,long_m4
0.5B,csp,csp-0044,test,debate,6,0.0,2498.0,debate_a3r2
0.5B,csp,csp-0045,test,single,1,0.0,386.0,
0.5B,csp,csp-0045,test,vote,4,0.5,1504.5,vote_k4
0.5B,csp,csp-0045,test,prog,4,0.5,1504.5,prog_k4
0.5B,csp,csp-0045,test,oracle,4,0.5,1504.5,oracle_k4
0.5B,csp,csp-0045,test,judge,4,0.5,2574.5,judge_k4
0.5B,csp,csp-0045,test,vote,8,0.0,2893.0,vote_k8
0.5B,csp,csp-0045,test,prog,8,1.0,2893.0,prog_k8
0.5B,csp,csp-0045,test,oracle,8,1.0,2893.0,oracle_k8
0.5B,csp,csp-0045,test,judge,8,0.0,4909.0,judge_k8
0.5B,csp,csp-0045,test,seq,1,0.0,386.0,seq_r1
0.5B,csp,csp-0045,test,seq,2,0.0,808.0,seq_r2
0.5B,csp,csp-0045,test,seq,3,0.0,1230.0,seq_r3
0.5B,csp,csp-0045,test,seq,4,0.0,1966.0,seq_r4
0.5B,csp,csp-0045,test,long,2,0.0,517.0,long_m2
0.5B,csp,csp-0045,test,long,4,1.0,526.0,long_m4
0.5B,csp,csp-0045,test,debate,6,0.0,2464.0,debate_a3r2
0.5B,csp,csp-0046,test,single,1,0.0,387.0,
0.5B,csp,csp-0046,test,vote,4,0.0,1548.0,vote_k4
0.5B,csp,csp-0046,test,prog,4,0.0,1548.0,prog_k4
0.5B,csp,csp-0046,test,oracle,4,0.0,1548.0,oracle_k4
0.5B,csp,csp-0046,test,judge,4,0.0,2727.0,judge_k4
0.5B,csp,csp-0046,test,vote,8,0.0,3096.0,vote_k8
0.5B,csp,csp-0046,test,prog,8,0.0,3096.0,prog_k8
0.5B,csp,csp-0046,test,oracle,8,0.0,3096.0,oracle_k8
0.5B,csp,csp-0046,test,judge,8,0.0,5287.0,judge_k8
0.5B,csp,csp-0046,test,seq,1,0.0,387.0,seq_r1
0.5B,csp,csp-0046,test,seq,2,0.0,1124.0,seq_r2
0.5B,csp,csp-0046,test,seq,3,0.0,1549.0,seq_r3
0.5B,csp,csp-0046,test,seq,4,0.0,1973.0,seq_r4
0.5B,csp,csp-0046,test,long,2,0.0,722.0,long_m2
0.5B,csp,csp-0046,test,long,4,1.0,652.0,long_m4
0.5B,csp,csp-0046,test,debate,6,0.0,2489.0,debate_a3r2
0.5B,csp,csp-0047,test,single,1,0.0,386.0,
0.5B,csp,csp-0047,test,vote,4,0.0,1508.0,vote_k4
0.5B,csp,csp-0047,test,prog,4,0.0,1508.0,prog_k4
0.5B,csp,csp-0047,test,oracle,4,0.0,1508.0,oracle_k4
0.5B,csp,csp-0047,test,judge,4,0.0,2587.0,judge_k4
0.5B,csp,csp-0047,test,vote,8,0.0,3016.0,vote_k8
0.5B,csp,csp-0047,test,prog,8,0.0,3016.0,prog_k8
0.5B,csp,csp-0047,test,oracle,8,0.0,3016.0,oracle_k8
0.5B,csp,csp-0047,test,judge,8,0.0,5058.0,judge_k8
0.5B,csp,csp-0047,test,seq,1,0.0,386.0,seq_r1
0.5B,csp,csp-0047,test,seq,2,0.0,1122.0,seq_r2
0.5B,csp,csp-0047,test,seq,3,1.0,1859.0,seq_r3
0.5B,csp,csp-0047,test,seq,4,1.0,2281.0,seq_r4
0.5B,csp,csp-0047,test,long,2,1.0,636.0,long_m2
0.5B,csp,csp-0047,test,long,4,1.0,625.0,long_m4
0.5B,csp,csp-0047,test,debate,6,0.0,2783.0,debate_a3r2
0.5B,csp,csp-0048,test,single,1,0.0,386.0,
0.5B,csp,csp-0048,test,vote,4,0.0,1544.0,vote_k4
0.5B,csp,csp-0048,test,prog,4,0.0,1544.0,prog_k4
0.5B,csp,csp-0048,test,oracle,4,0.0,1544.0,oracle_k4
0.5B,csp,csp-0048,test,judge,4,0.0,2605.5,judge_k4
0.5B,csp,csp-0048,test,vote,8,0.0,3088.0,vote_k8
0.5B,csp,csp-0048,test,prog,8,0.0,3088.0,prog_k8
0.5B,csp,csp-0048,test,oracle,8,0.0,3088.0,oracle_k8
0.5B,csp,csp-0048,test,judge,8,0.0,5167.0,judge_k8
0.5B,csp,csp-0048,test,seq,1,0.0,386.0,seq_r1
0.5B,csp,csp-0048,test,seq,2,0.0,808.0,seq_r2
0.5B,csp,csp-0048,test,seq,3,0.0,1130.0,seq_r3
0.5B,csp,csp-0048,test,seq,4,0.0,1660.0,seq_r4
0.5B,csp,csp-0048,test,long,2,0.0,662.0,long_m2
0.5B,csp,csp-0048,test,long,4,0.0,821.0,long_m4
0.5B,csp,csp-0048,test,debate,6,0.0,2427.0,debate_a3r2
0.5B,csp,csp-0049,test,single,1,0.0,386.0,
0.5B,csp,csp-0049,test,vote,4,0.0,1544.0,vote_k4
0.5B,csp,csp-0049,test,prog,4,0.0,1544.0,prog_k4
0.5B,csp,csp-0049,test,oracle,4,0.0,1544.0,oracle_k4
0.5B,csp,csp-0049,test,judge,4,0.0,2647.0,judge_k4
0.5B,csp,csp-0049,test,vote,8,0.0,3088.0,vote_k8
0.5B,csp,csp-0049,test,prog,8,0.0,3088.0,prog_k8
0.5B,csp,csp-0049,test,oracle,8,0.0,3088.0,oracle_k8
0.5B,csp,csp-0049,test,judge,8,0.0,5199.0,judge_k8
0.5B,csp,csp-0049,test,seq,1,0.0,386.0,seq_r1
0.5B,csp,csp-0049,test,seq,2,0.0,1123.0,seq_r2
0.5B,csp,csp-0049,test,seq,3,0.0,1859.0,seq_r3
0.5B,csp,csp-0049,test,seq,4,0.0,2281.0,seq_r4
0.5B,csp,csp-0049,test,long,2,0.0,738.0,long_m2
0.5B,csp,csp-0049,test,long,4,0.0,828.0,long_m4
0.5B,csp,csp-0049,test,debate,6,0.0,2543.0,debate_a3r2
0.5B,csp,csp-0050,test,single,1,0.0,386.0,
0.5B,csp,csp-0050,test,vote,4,0.0,1544.0,vote_k4
0.5B,csp,csp-0050,test,prog,4,0.0,1544.0,prog_k4
0.5B,csp,csp-0050,test,oracle,4,0.0,1544.0,oracle_k4
0.5B,csp,csp-0050,test,judge,4,0.0,2652.0,judge_k4
0.5B,csp,csp-0050,test,vote,8,0.0,3088.0,vote_k8
0.5B,csp,csp-0050,test,prog,8,1.0,3088.0,prog_k8
0.5B,csp,csp-0050,test,oracle,8,1.0,3088.0,oracle_k8
0.5B,csp,csp-0050,test,judge,8,0.0,5243.0,judge_k8
0.5B,csp,csp-0050,test,seq,1,0.0,386.0,seq_r1
0.5B,csp,csp-0050,test,seq,2,0.0,1121.0,seq_r2
0.5B,csp,csp-0050,test,seq,3,0.0,1540.0,seq_r3
0.5B,csp,csp-0050,test,seq,4,0.0,1961.0,seq_r4
0.5B,csp,csp-0050,test,long,2,1.0,675.0,long_m2
0.5B,csp,csp-0050,test,long,4,1.0,781.0,long_m4
0.5B,csp,csp-0050,test,debate,6,0.0,2490.0,debate_a3r2
0.5B,csp,csp-0051,test,single,1,0.0,386.0,
0.5B,csp,csp-0051,test,vote,4,0.0,1544.0,vote_k4
0.5B,csp,csp-0051,test,prog,4,0.5,1544.0,prog_k4
0.5B,csp,csp-0051,test,oracle,4,0.5,1544.0,oracle_k4
0.5B,csp,csp-0051,test,judge,4,0.0,2707.5,judge_k4
0.5B,csp,csp-0051,test,vote,8,0.0,3088.0,vote_k8
0.5B,csp,csp-0051,test,prog,8,1.0,3088.0,prog_k8
0.5B,csp,csp-0051,test,oracle,8,1.0,3088.0,oracle_k8
0.5B,csp,csp-0051,test,judge,8,0.0,5319.0,judge_k8
0.5B,csp,csp-0051,test,seq,1,0.0,386.0,seq_r1
0.5B,csp,csp-0051,test,seq,2,0.0,1122.0,seq_r2
0.5B,csp,csp-0051,test,seq,3,0.0,1858.0,seq_r3
0.5B,csp,csp-0051,test,seq,4,0.0,2595.0,seq_r4
0.5B,csp,csp-0051,test,long,2,0.0,560.0,long_m2
0.5B,csp,csp-0051,test,long,4,0.0,633.0,long_m4
0.5B,csp,csp-0051,test,debate,6,0.0,2549.0,debate_a3r2
0.5B,csp,csp-0052,test,single,1,0.0,387.0,
0.5B,csp,csp-0052,test,vote,4,0.0,1548.0,vote_k4
0.5B,csp,csp-0052,test,prog,4,0.0,1548.0,prog_k4
0.5B,csp,csp-0052,test,oracle,4,0.0,1548.0,oracle_k4
0.5B,csp,csp-0052,test,judge,4,0.0,2645.0,judge_k4
0.5B,csp,csp-0052,test,vote,8,0.0,3096.0,vote_k8
0.5B,csp,csp-0052,test,prog,8,0.0,3096.0,prog_k8
0.5B,csp,csp-0052,test,oracle,8,0.0,3096.0,oracle_k8
0.5B,csp,csp-0052,test,judge,8,0.0,5190.0,judge_k8
0.5B,csp,csp-0052,test,seq,1,0.0,387.0,seq_r1
0.5B,csp,csp-0052,test,seq,2,0.0,1125.0,seq_r2
